timestamp,champion,level,current_gold,total_gold,xp,x,y,minions_killed,jungle_minions,damage_done,damage_taken,win,game_duration
0.0,Garen,1,500,500,0,603,611,0,0,0,0,0,2212
60.0,Garen,1,0,500,0,1153,11001,0,0,0,0,0,2212
120.0,Garen,2,243,743,558,2935,12705,8,0,128,159,0,2212
180.1,Garen,3,495,995,1129,2193,12217,13,0,641,1054,0,2212
240.2,Garen,5,819,1319,1793,3249,13000,23,0,913,1133,0,2212
300.2,Garen,5,2,1577,2351,394,461,31,0,913,1277,0,2212
360.2,Garen,6,244,1819,2667,2227,12649,36,0,913,1455,0,2212
420.2,Garen,7,474,2049,3300,2728,12388,40,0,1204,1770,0,2212
480.2,Garen,7,684,2259,3796,1430,11435,45,0,1466,2596,0,2212
540.3,Garen,8,1131,2706,4587,2724,13366,52,0,1466,3547,0,2212
600.3,Garen,9,2168,3743,5283,1849,13025,61,0,2694,3813,0,2212
660.3,Garen,9,468,3968,5781,3670,9974,67,0,2694,3867,0,2212
720.3,Garen,10,994,4494,7139,3427,13277,78,4,3820,4762,0,2212
780.3,Garen,11,2248,5748,8515,4590,11590,89,4,4497,6275,0,2212
840.3,Garen,12,3162,6662,9394,5022,13740,101,4,4892,6663,0,2212
900.4,Garen,12,139,6819,9394,4828,9484,102,4,5917,7355,0,2212
960.4,Garen,12,462,7312,9700,394,461,102,4,6448,9364,0,2212
1020.4,Garen,13,810,7660,10575,9140,5623,114,4,6448,9950,0,2212
1080.4,Garen,13,91,8216,11218,2635,4285,125,4,6448,10631,0,2212
1140.4,Garen,14,419,8544,11909,5583,12945,135,4,6448,10748,0,2212
1200.4,Garen,14,327,8852,12289,7622,1106,144,4,6705,11206,0,2212
1260.4,Garen,14,399,10173,12805,3217,11063,154,4,8013,11243,0,2212
1320.5,Garen,15,247,10422,13061,5129,4688,159,4,9178,11805,0,2212
1380.5,Garen,15,159,11184,13554,2343,1551,165,4,11260,13882,0,2212
1440.5,Garen,15,406,11431,14082,2916,11160,167,4,12531,14840,0,2212
1500.5,Garen,15,953,11978,14654,1791,11014,176,4,14423,15953,0,2212
1560.5,Garen,16,101,12226,14790,6025,6598,181,4,14423,15953,0,2212
1620.6,Garen,16,763,12887,15280,7087,4167,187,4,15135,15986,0,2212
1680.6,Garen,16,536,13161,15754,4728,3941,194,4,15135,16020,0,2212
1740.6,Garen,16,932,13556,16143,6250,1399,204,4,16144,16601,0,2212
1800.6,Garen,17,1213,13837,16541,3852,6032,211,4,16144,16601,0,2212
1860.6,Garen,17,1460,14085,17319,830,7132,219,4,16649,18453,0,2212
1920.7,Garen,17,1995,14619,18355,4925,5950,224,4,18939,21304,0,2212
1980.7,Garen,18,487,14761,18578,3132,7531,225,4,18939,21304,0,2212
2040.7,Garen,18,1793,16067,18854,3590,10242,225,4,20847,25468,0,2212
2100.7,Garen,18,1415,16190,18854,1715,6244,225,4,20847,25468,0,2212
2160.7,Garen,18,1663,16437,19240,4592,6837,225,4,22594,25468,0,2212
2212.7,Garen,18,1268,16542,19240,7494,3266,225,4,22909,30360,0,2212
0.0,Garen,1,500,500,0,14103,14195,0,0,0,0,0,1498
60.0,Garen,1,0,500,0,3338,13254,0,0,0,0,0,1498
120.0,Garen,2,187,687,496,2363,12534,4,0,605,693,0,1498
180.0,Garen,4,439,939,1160,1641,12460,12,0,914,1126,0,1498
240.0,Garen,5,217,1617,1967,12787,14272,24,0,1155,1250,0,1498
300.1,Garen,6,455,1855,2401,2934,12790,31,0,1628,2027,0,1498
360.1,Garen,6,699,2099,2897,2063,11785,38,0,2026,2403,0,1498
420.1,Garen,7,1609,3009,3838,1207,10464,49,0,2908,3227,0,1498
480.1,Garen,8,211,3261,4301,2130,12778,57,0,3175,3368,0,1498
540.2,Garen,8,348,3398,4456,2896,12844,58,0,3248,4800,0,1498
600.2,Garen,8,727,3777,4965,4088,13967,64,0,4014,6231,0,1498
660.2,Garen,9,999,4049,5647,1531,11314,73,0,4202,6664,0,1498
720.2,Garen,10,1342,4392,6853,2216,13353,84,0,4557,7250,0,1498
780.2,Garen,11,1671,4721,7565,3077,13006,94,0,4782,7515,0,1498
840.3,Garen,11,392,4892,7879,3736,13634,97,0,5101,9459,0,1498
900.3,Garen,12,836,5336,8591,3274,12806,109,0,5824,10171,0,1498
960.3,Garen,12,58,5458,8661,5904,13656,109,0,6597,11892,0,1498
1020.3,Garen,12,1162,6562,9830,6155,13682,122,0,8484,12710,0,1498
1080.3,Garen,13,133,6978,10472,12045,13297,132,0,8484,13158,0,1498
1140.3,Garen,13,866,7711,11324,7369,13466,141,0,10765,14842,0,1498
1200.4,Garen,14,1738,8583,12440,1016,12107,157,0,11836,15864,0,1498
1260.4,Garen,14,422,8942,12956,8716,8616,159,0,13053,18102,0,1498
1320.4,Garen,15,309,9279,13459,7605,13295,170,0,13053,18496,0,1498
1380.4,Garen,15,580,9550,13854,9952,8764,171,0,15688,20887,0,1498
1440.4,Garen,15,703,9673,13854,12290,5518,171,0,17079,23042,0,1498
1498.7,Garen,15,141,9911,14155,14340,14391,171,0,17351,23442,0,1498
0.0,Garen,1,500,500,0,603,611,0,0,0,0,1,1979
60.0,Garen,1,0,500,0,922,10191,0,0,0,0,1,1979
120.0,Garen,2,173,673,403,1534,11139,3,0,123,509,1,1979
180.2,Garen,4,501,1001,1191,2266,12087,13,0,276,723,1,1979
240.2,Garen,5,1049,1549,1757,3274,13126,17,0,822,1681,1,1979
300.2,Garen,5,112,1787,2067,2110,12342,24,0,822,1739,1,1979
360.2,Garen,6,482,2157,2762,1632,11609,36,0,822,2135,1,1979
420.2,Garen,7,707,2382,3395,2207,12068,42,0,1280,2952,1,1979
480.2,Garen,8,1569,3244,4261,394,461,51,0,2176,3193,1,1979
540.2,Garen,8,495,3545,4708,2502,11521,60,0,2503,3596,1,1979
600.3,Garen,8,169,3669,4708,781,6912,60,0,2588,5024,1,1979
660.3,Garen,9,373,3873,5173,2292,12880,65,0,2588,5177,1,1979
720.3,Garen,9,674,4174,5841,3520,13162,76,0,3129,6167,1,1979
780.3,Garen,10,1125,4625,7188,3310,13329,86,0,3602,6833,1,1979
840.3,Garen,11,30,4930,7502,2009,12050,91,0,3602,6853,1,1979
900.4,Garen,11,466,5366,8458,3288,13408,107,0,3697,7759,1,1979
960.4,Garen,12,2060,6960,9905,5242,13949,118,0,5022,8910,1,1979
1020.4,Garen,12,253,7103,9905,5943,9140,119,0,5631,8968,1,1979
1080.4,Garen,13,590,7440,10696,3461,9026,122,0,7030,9785,1,1979
1140.4,Garen,13,942,7792,11268,7183,9673,129,0,7030,10127,1,1979
1200.5,Garen,14,1401,8251,11654,10421,6348,134,0,8474,12509,1,1979
1260.5,Garen,14,248,8373,11654,1730,10225,134,0,8474,12509,1,1979
1320.5,Garen,14,753,8877,12580,2603,13614,150,0,9864,15068,1,1979
1380.5,Garen,14,132,9107,12923,9056,6762,154,0,9864,15068,1,1979
1440.5,Garen,15,908,9883,13414,11792,7800,160,0,12318,16880,1,1979
1500.5,Garen,15,1072,10047,13749,7426,6715,163,0,13373,17749,1,1979
1560.5,Garen,15,732,10507,14342,8487,8417,175,0,13373,18287,1,1979
1620.5,Garen,16,253,11278,15282,13125,4992,178,0,15660,21012,1,1979
1680.6,Garen,16,376,11400,15282,9555,7758,178,0,15660,21012,1,1979
1740.6,Garen,16,1514,12539,15799,14095,4816,187,0,15660,22008,1,1979
1800.6,Garen,17,1098,13222,16756,10374,5435,187,4,19130,24107,1,1979
1860.6,Garen,17,1716,13841,18148,11248,6506,199,4,19130,26502,1,1979
1920.6,Garen,18,2425,14549,19340,9198,13570,212,4,21270,26761,1,1979
1979.6,Garen,19,4000,16124,20612,12875,12939,222,4,23139,27979,1,1979
0.0,Garen,1,500,500,0,603,611,0,0,0,0,1,2201
60.0,Garen,1,0,500,0,2031,12027,0,0,0,0,1,2201
120.1,Garen,2,221,721,496,2903,12971,6,0,117,76,1,2201
180.1,Garen,4,535,1035,1253,3156,13325,15,0,117,145,1,2201
240.2,Garen,4,751,1251,1421,1418,11738,19,0,289,923,1,2201
300.2,Garen,5,1049,1549,2072,394,461,29,0,289,1172,1,2201
360.2,Garen,6,367,1767,2413,1839,12255,35,0,289,1230,1,2201
420.2,Garen,6,167,1992,2829,1488,11152,41,0,320,1230,1,2201
480.2,Garen,7,397,2222,3480,2554,12834,47,0,320,1606,1,2201
540.2,Garen,7,540,2365,3821,1731,13038,48,0,385,2087,1,2201
600.3,Garen,8,785,2610,4237,4089,9933,53,0,385,2302,1,2201
660.3,Garen,8,1120,2945,4537,2145,12754,55,0,2370,2502,1,2201
720.3,Garen,8,1551,3376,4953,1380,11277,60,0,2370,2508,1,2201
780.3,Garen,9,261,3761,5679,1082,10261,74,0,2784,3241,1,2201
840.3,Garen,11,834,4334,7431,2022,11591,79,0,3962,3818,1,2201
900.4,Garen,11,342,5642,8365,394,461,90,0,4548,4705,1,2201
960.4,Garen,12,190,5840,8818,2470,9885,95,0,4927,4873,1,2201
1020.4,Garen,12,382,6032,9302,3061,7973,100,0,6229,7710,1,2201
1080.4,Garen,13,992,6642,10427,1459,11227,104,0,7225,7948,1,2201
1140.4,Garen,13,283,7128,10895,2363,1510,109,0,7427,8697,1,2201
1200.4,Garen,13,459,7304,10917,9154,5841,109,0,8804,11410,1,2201
1260.4,Garen,14,880,7725,11525,1092,8828,122,0,8804,11565,1,2201
1320.4,Garen,14,696,8191,11900,11274,8365,125,0,8804,11565,1,2201
1380.5,Garen,14,397,8517,12437,13970,5259,135,0,8804,13661,1,2201
1440.5,Garen,15,250,8769,13065,5399,9067,143,0,8804,13685,1,2201
1500.5,Garen,15,582,9102,13568,9147,5975,153,0,8804,13748,1,2201
1560.5,Garen,15,771,9291,13897,5014,4951,156,0,9103,15764,1,2201
1620.6,Garen,15,1282,9802,14447,5131,5006,158,0,9412,17674,1,2201
1680.6,Garen,16,1070,10840,15552,9199,13740,170,0,12800,18515,1,2201
1740.6,Garen,17,1658,11428,17192,13613,4441,184,0,12800,18681,1,2201
1800.6,Garen,17,2156,11925,17493,14012,9225,188,0,12800,18735,1,2201
1860.6,Garen,18,2666,12436,18587,8285,12176,191,0,12800,20034,1,2201
1920.6,Garen,18,746,12866,18728,13491,6482,191,0,15586,20550,1,2201
1980.7,Garen,18,452,13072,19486,8477,7653,197,0,15586,20711,1,2201
2040.7,Garen,18,701,13325,19884,7878,11906,198,0,18656,24032,1,2201
2100.7,Garen,18,948,13572,19884,3771,2765,198,0,18656,24032,1,2201
2160.7,Garen,19,1395,14019,20730,6580,9584,211,0,18656,24278,1,2201
2201.6,Garen,19,1743,14367,21545,12545,12432,212,0,21434,27324,1,2201
0.0,Garen,1,500,500,0,14103,14195,0,0,0,0,1,1995
60.0,Garen,1,0,500,0,2681,12981,0,0,0,0,1,1995
120.1,Garen,2,283,783,558,3714,13247,10,0,336,496,1,1995
180.1,Garen,3,17,1367,759,13101,14295,14,0,1278,1592,1,1995
240.1,Garen,3,225,1575,1051,3000,13348,17,0,1612,2225,1,1995
300.2,Garen,4,497,1847,1555,2580,12416,26,0,2011,2674,1,1995
360.2,Garen,5,117,2017,1772,2189,12398,29,0,2342,3529,1,1995
420.2,Garen,6,674,2574,2523,4045,13518,37,0,2534,3613,1,1995
480.3,Garen,6,1240,3140,3112,1293,12356,46,0,3242,3792,1,1995
540.3,Garen,7,1547,3447,3528,3091,13293,55,0,3242,4142,1,1995
600.3,Garen,8,1954,3854,4316,3307,13677,69,0,3242,4728,1,1995
660.3,Garen,8,2274,4174,4936,4364,13267,81,0,3287,5781,1,1995
720.3,Garen,9,2620,4520,5569,4266,13494,91,0,4030,7583,1,1995
780.3,Garen,9,331,4831,5861,1857,11652,97,0,4030,7710,1,1995
840.3,Garen,9,266,5016,6078,7571,13535,101,0,4030,9864,1,1995
900.4,Garen,11,552,5602,7467,2461,11525,117,0,5328,12720,1,1995
960.4,Garen,11,699,6249,8440,3371,13048,124,0,6546,13119,1,1995
1020.4,Garen,12,456,6956,9083,9071,13695,136,0,6546,14071,1,1995
1080.4,Garen,12,850,7350,9838,13129,3222,150,0,7185,15934,1,1995
1140.4,Garen,13,58,8108,11383,13186,7404,163,0,9261,17105,1,1995
1200.4,Garen,14,419,8469,12165,11823,2789,175,0,10583,18234,1,1995
1260.4,Garen,14,670,8720,12566,8599,7895,177,0,13831,20388,1,1995
1320.5,Garen,15,1139,9189,13467,8559,7199,193,0,15723,22447,1,1995
1380.5,Garen,15,1599,9649,14631,9415,6563,202,0,16399,23299,1,1995
1440.5,Garen,15,258,9772,14631,10140,7547,202,0,17613,25728,1,1995
1500.5,Garen,16,586,10101,15632,7263,9159,215,0,17723,26117,1,1995
1560.5,Garen,16,318,10457,16274,10002,4596,217,0,20706,28050,1,1995
1620.6,Garen,17,871,11011,17381,11536,2016,233,0,20706,28350,1,1995
1680.6,Garen,17,342,11282,17710,11102,7600,239,0,22590,30076,1,1995
1740.6,Garen,18,1125,12064,18893,6947,7819,251,0,25357,30265,1,1995
1800.6,Garen,19,2185,13124,20380,2507,7525,256,0,31467,33068,1,1995
1860.6,Garen,19,774,13913,22159,2162,12581,269,0,33704,35234,1,1995
1920.6,Garen,20,1985,15125,23585,1568,6965,281,0,36084,36595,1,1995
1980.7,Garen,20,4172,17311,24914,2970,3432,300,0,42165,39987,1,1995
1995.7,Garen,20,4578,17718,25381,1664,2044,300,0,44385,40007,1,1995
0.0,Garen,1,500,500,0,14103,14195,0,0,0,0,0,1352
60.0,Garen,1,0,500,0,3041,12985,0,0,0,0,0,1352
120.1,Garen,2,235,735,558,3476,13365,7,0,0,121,0,1352
180.2,Garen,4,543,1043,1191,2184,11787,16,0,0,249,0,1352
240.2,Garen,5,782,1282,1824,3395,13477,23,0,443,687,0,1352
300.2,Garen,5,1040,1540,2382,3626,13257,31,0,499,1172,0,1352
360.2,Garen,6,1398,1898,3015,2763,12581,43,0,499,1435,0,1352
420.3,Garen,7,1642,2142,3555,4092,13519,48,0,727,2275,0,1352
480.3,Garen,8,136,2536,4206,13743,14309,58,0,1191,2491,0,1352
540.3,Garen,8,477,2877,4839,3605,13468,69,0,1453,2978,0,1352
600.3,Garen,9,1025,3425,5508,2185,13154,75,0,2487,3742,0,1352
660.3,Garen,9,216,3616,5849,2138,11914,79,0,2487,3742,0,1352
720.4,Garen,10,524,3924,7024,2661,12945,88,0,3220,4943,0,1352
780.4,Garen,11,378,4278,7806,1578,11406,102,0,5008,6598,0,1352
840.4,Garen,11,747,4647,8294,2480,12549,111,0,5545,7131,0,1352
900.4,Garen,12,1534,5434,9600,2003,12259,125,0,7143,8866,0,1352
960.4,Garen,12,183,5833,9948,7891,13908,132,0,7222,9854,0,1352
1020.4,Garen,13,591,6241,10765,1888,12054,147,0,7252,11397,0,1352
1080.5,Garen,14,1137,6787,11856,3950,10175,164,0,9277,12632,0,1352
1140.5,Garen,14,1436,7086,12449,1408,10764,172,0,10651,14822,0,1352
1200.5,Garen,14,663,7263,12663,1486,11207,175,0,11403,16154,0,1352
1260.5,Garen,15,82,7632,13443,12392,12455,187,0,11465,16239,0,1352
1320.5,Garen,15,73,7973,13736,14101,13785,191,0,12548,19260,0,1352
1352.3,Garen,15,158,8058,14065,13646,14085,192,0,13325,25981,0,1352
0.0,Garen,1,500,500,0,14103,14195,0,0,0,0,0,1117
60.0,Garen,1,0,500,0,2952,12739,0,0,0,0,0,1117
120.0,Garen,2,283,783,527,2307,13394,10,0,368,1008,0,1117
180.1,Garen,3,167,967,806,1893,11853,14,0,619,1481,0,1117
240.1,Garen,4,466,1266,1386,4234,13644,24,0,619,1975,0,1117
300.1,Garen,4,258,1408,1696,4981,13449,25,0,763,2979,0,1117
360.2,Garen,5,596,1746,2329,2115,5316,36,0,763,3149,0,1117
420.2,Garen,6,74,2324,2887,3327,4187,43,0,1870,4718,0,1117
480.2,Garen,7,352,2602,3383,4241,13711,52,0,2092,6572,0,1117
540.2,Garen,7,207,2807,3662,2775,7022,57,0,2092,6572,0,1117
600.2,Garen,8,588,3188,4295,975,8174,70,0,2092,6910,0,1117
660.3,Garen,8,62,3412,4574,2944,13090,76,0,2092,7160,0,1117
720.3,Garen,8,355,3705,5007,977,10704,86,0,4306,9848,0,1117
780.3,Garen,9,616,3966,5299,2801,6932,92,0,4306,9848,0,1117
840.3,Garen,9,515,4615,5932,14201,14426,105,0,4306,10484,0,1117
900.3,Garen,9,637,4737,5932,9487,13885,105,0,5120,13057,0,1117
960.3,Garen,9,59,4859,5932,14009,8694,105,0,5120,13057,0,1117
1020.4,Garen,10,530,5330,6344,10940,10020,106,0,6602,16650,0,1117
1080.4,Garen,10,891,5691,7285,3817,13340,114,0,7404,18303,0,1117
1117.6,Garen,11,1320,6120,8517,1963,7705,122,0,7404,18827,0,1117
0.0,Garen,1,500,500,0,14103,14195,0,0,0,0,0,1621
60.0,Garen,1,0,500,0,2944,13176,0,0,0,0,0,1621
120.0,Garen,2,127,627,341,3761,13486,1,0,0,552,0,1621
180.0,Garen,4,415,915,1160,3977,13704,9,0,0,1336,0,1621
240.0,Garen,5,578,1078,1731,4232,13367,11,0,154,1974,0,1621
300.1,Garen,5,842,1342,2382,4219,13308,19,0,154,2663,0,1621
360.1,Garen,6,58,1658,3015,11841,14068,28,0,154,2966,0,1621
420.2,Garen,7,342,1942,3462,4013,13763,35,0,154,3902,0,1621
480.2,Garen,7,634,2234,3989,3782,13471,45,0,169,4640,0,1621
540.2,Garen,8,919,2519,4715,2808,12859,52,0,169,5323,0,1621
600.2,Garen,9,160,2860,5348,12903,14172,63,0,600,6136,0,1621
660.2,Garen,9,342,3042,5627,3009,12798,66,0,759,7087,0,1621
720.2,Garen,10,649,3349,6353,1737,11361,77,0,759,7699,0,1621
780.3,Garen,11,404,3804,7597,2218,12966,88,0,759,8237,0,1621
840.3,Garen,11,711,4111,8225,2228,12165,99,0,759,9856,0,1621
900.3,Garen,12,1062,4467,8937,5033,13073,112,0,1292,12187,0,1621
960.3,Garen,12,681,4841,9614,5086,13130,125,0,1292,12772,0,1621
1020.3,Garen,13,434,5344,10068,10279,8252,132,0,1567,13194,0,1621
1080.3,Garen,13,603,5518,10247,6207,13445,133,0,1567,14081,0,1621
1140.4,Garen,13,1094,6009,11258,11733,7420,153,0,1567,14385,0,1621
1200.4,Garen,14,2510,7435,12051,5219,13387,163,0,3506,16354,0,1621
1260.4,Garen,14,275,8220,12656,3537,12116,175,0,3728,19129,0,1621
1320.4,Garen,15,809,8759,13299,7329,5955,188,0,3728,19621,0,1621
1380.4,Garen,15,230,9130,14096,6356,6763,197,4,3728,19790,0,1621
1440.5,Garen,15,516,9421,14442,6540,9907,204,4,5557,23004,0,1621
1500.5,Garen,16,813,9718,15014,10522,10840,212,4,6110,26034,0,1621
1560.5,Garen,16,1032,9937,15435,13999,11917,218,4,6110,27062,0,1621
1620.5,Garen,16,1251,10156,16063,13112,12785,224,4,7174,30806,0,1621
1621.8,Garen,16,1253,10158,16063,13112,12785,224,4,7174,30806,0,1621
0.0,Garen,1,500,500,0,14103,14195,0,0,0,0,1,1757
60.0,Garen,1,0,500,0,3352,12971,0,0,0,12,1,1757
120.0,Garen,2,269,769,558,3507,13104,9,0,316,720,1,1757
180.0,Garen,4,617,1117,1191,2514,13030,20,0,766,1303,1,1757
240.0,Garen,5,1196,1696,1998,3962,13620,29,0,1352,2288,1,1757
300.1,Garen,5,233,1833,2153,1969,11986,30,0,1638,2534,1,1757
360.1,Garen,7,996,2596,3237,1575,11258,47,0,2594,3393,1,1757
420.2,Garen,7,436,2886,3653,3290,13192,54,0,3533,4210,1,1757
480.2,Garen,7,96,3296,4054,2658,12741,56,0,4411,5188,1,1757
540.3,Garen,8,434,3634,4687,2497,13442,68,0,5180,6368,1,1757
600.3,Garen,9,792,3992,5320,2237,12469,79,0,5435,7540,1,1757
660.3,Garen,9,1034,4234,5882,4087,13556,86,0,6019,8070,1,1757
720.3,Garen,10,1521,4721,6732,1323,9081,104,0,6019,8449,1,1757
780.4,Garen,11,987,5537,7895,1702,11028,114,0,6469,9108,1,1757
840.4,Garen,11,1262,5812,8314,1646,11469,123,0,7168,10453,1,1757
900.4,Garen,12,152,7122,9096,12332,14221,135,0,7168,10753,1,1757
960.4,Garen,12,599,7569,9927,3493,7612,150,0,7168,11354,1,1757
1020.5,Garen,13,1690,8660,11416,9893,1316,169,0,8944,13236,1,1757
1080.5,Garen,14,62,9207,11699,2183,12012,173,1,9346,13275,1,1757
1140.5,Garen,14,418,9563,12306,3223,7701,185,1,9761,14224,1,1757
1200.5,Garen,15,1230,10375,13232,9083,923,203,1,10346,15148,1,1757
1260.5,Garen,15,1662,10807,14188,7146,1467,219,1,12683,16408,1,1757
1320.6,Garen,16,2136,11281,14721,9597,7755,229,1,14829,18318,1,1757
1380.6,Garen,16,2707,11851,15965,7388,1712,244,5,16530,19999,1,1757
1440.6,Garen,17,3867,13012,16718,2086,7608,255,5,16530,20856,1,1757
1500.6,Garen,17,594,13814,17047,6436,13477,262,5,16530,20922,1,1757
1560.6,Garen,17,1555,14774,18227,1123,6666,284,5,16710,21595,1,1757
1620.6,Garen,18,453,15223,18427,6947,8225,286,5,16710,21629,1,1757
1680.7,Garen,18,417,16306,20290,11763,7212,289,5,23691,25467,1,1757
1740.7,Garen,19,705,16595,20619,1916,11440,297,5,23691,25738,1,1757
1757.2,Garen,19,1040,16929,20903,1520,1263,303,5,23691,25781,1,1757
0.0,Garen,1,500,500,0,14103,14195,0,0,0,0,1,2037
60.0,Garen,1,0,500,0,4853,13116,0,0,0,0,1,2037
120.0,Garen,2,255,755,465,3262,13241,8,0,102,416,1,2037
180.1,Garen,4,603,1103,1191,3290,13530,19,0,414,1114,1,2037
240.1,Garen,4,828,1328,1656,3587,13687,25,0,764,1780,1,2037
300.2,Garen,5,8,1608,2320,11537,14073,35,0,764,2195,1,2037
360.2,Garen,6,192,1792,2661,3174,13526,39,0,1174,3195,1,2037
420.2,Garen,7,504,2104,3294,2648,12639,48,0,1308,3556,1,2037
480.2,Garen,7,770,2370,3852,2711,12902,57,0,1855,4314,1,2037
540.3,Garen,8,28,3078,4442,9498,13781,66,0,2119,4637,1,2037
600.3,Garen,8,326,3376,5013,3778,13611,76,0,3004,5793,1,2037
660.3,Garen,9,624,3674,5633,4588,13648,86,0,4236,7220,1,2037
720.3,Garen,10,148,4298,7019,9219,13823,98,0,4236,7545,1,2037
780.4,Garen,11,491,4641,7731,2284,12586,109,0,5669,8816,1,2037
840.4,Garen,12,1107,5257,9023,1267,11743,121,0,8373,11682,1,2037
900.4,Garen,12,252,5952,9911,2138,12013,130,0,8373,11796,1,2037
960.4,Garen,13,1222,6922,10606,1121,7650,141,0,10535,14051,1,2037
1020.4,Garen,13,215,7215,11025,6896,7037,149,0,10765,14746,1,2037
1080.5,Garen,13,549,7549,11438,7788,7709,154,0,12224,17330,1,2037
1140.5,Garen,14,173,7773,11821,1371,10212,160,0,12224,17759,1,2037
1200.5,Garen,14,471,8071,12080,11977,13507,165,0,13058,20176,1,2037
1260.5,Garen,14,840,8440,12722,13469,2432,177,0,13552,20756,1,2037
1320.6,Garen,16,1986,9586,14797,8939,2186,200,0,15075,21155,1,2037
1380.6,Garen,16,1170,10420,15322,8538,8601,205,0,16762,22456,1,2037
1440.6,Garen,16,1448,10703,15740,11128,4893,212,0,17479,22636,1,2037
1500.6,Garen,16,1958,11213,16069,5052,5073,218,0,17577,23615,1,2037
1560.6,Garen,17,52,12032,16543,13639,7626,224,4,17667,23958,1,2037
1620.6,Garen,17,1328,13308,17418,12638,1485,232,4,21663,27025,1,2037
1680.7,Garen,18,918,14017,18514,3319,11197,248,8,21663,27025,1,2037
1740.7,Garen,18,1470,14570,19500,1487,10095,265,8,21986,27132,1,2037
1800.7,Garen,19,2766,15866,21087,11200,4485,266,8,29211,28607,1,2037
1860.7,Garen,19,947,16676,22337,8476,6839,275,8,29211,29046,1,2037
1920.7,Garen,20,1646,17376,23521,5836,5003,287,8,29211,31798,1,2037
1980.7,Garen,20,3371,19100,24732,1990,2705,301,8,32352,32475,1,2037
2037.3,Garen,20,3606,19335,24945,1577,2199,302,8,32522,36034,1,2037
0.0,Garen,1,500,500,0,14103,14195,0,0,0,0,1,932
60.0,Garen,1,0,500,0,3085,13020,0,0,0,0,1,932
120.0,Garen,2,193,693,341,3882,13505,4,0,54,725,1,932
180.0,Garen,3,543,1043,1129,3531,13712,16,0,160,1073,1,932
240.1,Garen,5,1153,1653,1874,3395,13253,25,0,999,1866,1,932
300.1,Garen,5,257,1857,2246,4483,13468,30,0,1104,1981,1,932
360.1,Garen,6,741,2341,2879,2455,12345,42,0,1590,2485,1,932
420.1,Garen,7,1067,2667,3512,3725,13235,52,0,2192,3630,1,932
480.1,Garen,7,91,2891,3915,5653,13893,58,0,2528,4651,1,932
540.1,Garen,8,330,3130,4349,3567,10137,65,0,2528,4851,1,932
600.1,Garen,8,192,3342,4456,13894,14222,65,0,3525,6602,1,932
660.2,Garen,8,416,3566,4735,2281,13336,71,0,4179,7348,1,932
720.3,Garen,9,1301,4451,6071,2155,9500,88,0,5492,7935,1,932
780.3,Garen,10,457,4607,6775,3515,13417,90,0,6368,9020,1,932
840.3,Garen,11,905,5055,7627,3985,13683,104,0,7624,10747,1,932
900.3,Garen,11,1687,5837,8552,2479,13515,117,0,7624,10851,1,932
932.4,Garen,12,1893,6043,8881,3867,13897,123,0,7624,12096,1,932
0.0,Garen,1,500,500,0,362,135,0,0,0,0,1,2217
60.0,Garen,1,0,500,0,7159,6900,0,0,0,0,1,2217
120.0,Garen,2,275,775,620,6848,6990,9,0,0,413,1,2217
180.0,Garen,4,553,1053,1191,7349,6132,18,0,273,999,1,2217
240.1,Garen,4,765,1265,1476,5968,5491,19,0,1065,1985,1,2217
300.1,Garen,5,197,1447,1879,851,748,22,0,1290,2715,1,2217
360.1,Garen,5,487,1737,2388,11406,4753,30,0,1686,3503,1,2217
420.2,Garen,6,131,1981,2742,4577,4092,35,0,1686,3511,1,2217
480.2,Garen,7,437,2287,3340,7493,7549,46,0,1686,4017,1,2217
540.2,Garen,7,642,2492,3911,6530,7065,49,0,2113,5294,1,2217
600.3,Garen,8,873,2723,4482,7002,6793,53,0,3260,6795,1,2217
660.3,Garen,8,229,2879,4761,6836,6784,55,0,3645,7769,1,2217
720.3,Garen,9,501,3156,5319,6468,6195,62,0,3953,8754,1,2217
780.3,Garen,10,1370,4025,6723,8646,8223,72,0,4894,9689,1,2217
840.3,Garen,10,105,4410,7064,6528,6598,77,0,4894,9776,1,2217
900.3,Garen,11,600,4910,7865,6571,7347,91,0,5501,10745,1,2217
960.3,Garen,11,878,5188,8341,5296,5107,98,0,6188,12366,1,2217
1020.4,Garen,12,1204,5514,9191,8548,8127,110,0,7105,13093,1,2217
1080.4,Garen,12,101,5861,9253,5409,5791,110,0,7777,14859,1,2217
1140.4,Garen,13,525,6285,10147,1961,11642,126,0,7777,15835,1,2217
1200.4,Garen,13,915,6675,10912,10809,6472,137,0,7777,15852,1,2217
1260.4,Garen,13,166,7776,11351,8089,8069,142,0,9017,15953,1,2217
1320.4,Garen,14,1463,9073,12145,6253,3528,154,0,10020,18348,1,2217
1380.4,Garen,14,1741,9351,12560,394,461,160,0,10640,20836,1,2217
1440.4,Garen,15,1481,10431,13335,6195,6174,171,0,13341,24160,1,2217
1500.4,Garen,15,616,10865,13627,5814,5792,178,0,15232,26133,1,2217
1560.4,Garen,15,388,10988,13627,3742,1457,178,0,15461,28613,1,2217
1620.4,Garen,15,1489,12089,14649,3770,2985,190,0,17959,31656,1,2217
1680.5,Garen,16,55,12274,14861,934,3865,190,0,18859,32768,1,2217
1740.5,Garen,16,546,12766,15768,6296,4926,204,0,18859,33005,1,2217
